Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.10958
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.09872
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.05418
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.28119
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.24214
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.30581
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.24921
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.12528
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.08944
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.05721
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.06973
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.06931
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Kilograms per constant USD,,,2015,2015,0.07969
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,3.52633
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,3.65333
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,3.17832
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,3.74135
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,4.55525
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,3.91087
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,4.61663
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,4.32369
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,3.83853
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,2.55079
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,2.38922
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,2.10159
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,1.91616
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,1.84492
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,1.63952
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,1.56339
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,1.55463
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,1.49962
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,1.43675
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Biomass (material flows),Kilograms per constant USD,,,2015,2015,1.52552
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.65323
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.72788
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.61928
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.81057
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.99183
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.76458
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,1.01841
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.85268
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.70612
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.48576
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.46087
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.40259
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.3909
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.36756
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.34678
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.3156
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.33223
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.29822
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.26668
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crops (material flows),Kilograms per constant USD,,,2015,2015,0.264
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.92571
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.93916
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.56992
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.84793
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.44338
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.93298
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.33271
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,1.10513
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.66309
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.43237
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.48143
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.38828
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.3908
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.35023
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.34218
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.24849
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.23055
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.25553
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.24812
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Crop residues (material flows),Kilograms per constant USD,,,2015,2015,0.25257
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.36148
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.39503
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.36054
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.40922
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.42116
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.48893
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.49442
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.5688
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.63605
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.10868
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,1.00269
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,0.91906
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,0.79593
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,0.78807
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,0.6164
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,0.66919
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,0.66137
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,0.62941
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,0.61701
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Grazed biomass and fodder crops (material flows),Kilograms per constant USD,,,2015,2015,0.6768
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.58343
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.58978
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.62733
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.67246
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.69745
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.72296
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.76897
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.79544
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.8313
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.52271
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.44225
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.38978
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.33667
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.33734
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.3325
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.32815
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.32823
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.31431
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.30359
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wood (material flows),Kilograms per constant USD,,,2015,2015,0.33063
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00247
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00148
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00125
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00117
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00144
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00143
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00211
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00165
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00197
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00127
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00198
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00188
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00186
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00172
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00167
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00196
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00225
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00215
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00136
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Wild catch and harvest (material flows),Kilograms per constant USD,,,2015,2015,0.00152
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.14086
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.09108
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.21607
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.30281
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.77937
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.53067
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.42409
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.21409
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.02426
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.72865
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.63433
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.01215
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,0.88601
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.00653
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.03417
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.10472
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.25692
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.24042
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.36996
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Metal ores (material flows),Kilograms per constant USD,,,2015,2015,1.56993
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02983
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02002
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,-0.0385
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.02627
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,-0.01085
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,-0.00422
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00789
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00257
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00259
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00187
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,-0.00739
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00287
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.0019
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,-0.00166
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,-0.00722
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,4e-05
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00232
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,-0.00712
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,-0.00997
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,-0.01086
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.11102
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.07105
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.25456
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.27653
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.79022
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.53489
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.4162
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.21152
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.02167
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.72678
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.64172
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.00928
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.88411
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.0082
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.04139
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.10468
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.2546
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.24754
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.37992
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,1.58079
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.79033
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.8131
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,1.38405
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.62439
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.26288
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.46927
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.37168
